name,id
"By Caplan, Arthur L.",author_12262
"By Wells, Dean Faulkner (EDT) and Faulkner, E.",author_12263
"By Farmer, David Hugh",author_12264
"By Herrigel, Eugen",author_12265
"By De Villiers, Jill",author_12266
"By Sherman, Elaine",author_12267
"By Frutkin, Mark",author_12268
"By Byron, William J.",author_12269
"By (WHISTLER, James McNeill), Freer, Charles Lang, and Merrill, Linda (EDT)",author_12270
"By Frenkley, Alexander",author_12271
"By Cullinan, Bernice E. and Galda, Lee",author_12272
"By Short, Nicholas M.",author_12273
"By Block, Fred L. and Heilbroner, Robert (INT)",author_12274
"By Green, Daniel",author_12275
"By Ryan, Terry and Orman, Suze (FRW)",author_12276
By Jerome Weidman~George Abbott,author_12277
"By Watson, Richard Jesse",author_12278
"By Ferrier, Jean-Louis and Le Pichon, Yann (EDT)",author_12279
"By Heron, Ann (EDT)",author_12280
"By Alt, David D. and Hyndman, Donald W.",author_12281
"By Siegel, James",author_12282
"By McLain, Bill",author_12283
"By Siegal, Mordecai and Margolis, Matthew",author_12284
By Jo Durden Smith,author_12285
"By Kelly, George Anthony",author_12286
"By West, Cornel, Hewlett, Sylvia Ann, and West, Eric",author_12287
"By Kapoor, Jack R.",author_12288
"By Weverka, Peter (EDT)",author_12289
"By McLean, J. Angus (ILT) and Peterson, Brian R.",author_12290
"By Beers, V. Gilbert, Walsh, Teresa (ILT), Cathey, Kathleen, Engel, Janice, and Grondahl, Cynthia",author_12291
"By Johnson, Crockett",author_12292
"By Henkes, Kevin",author_12293
"By Colver, Alice Ross",author_12294
"By Moll, Elick",author_12295
By Collector Books,author_12296
"By Carver, Raymond",author_12297
"By Napoli, Donna Jo",author_12298
"By Clifton, Joan",author_12299
"By Ray, George E",author_12300
"By Cronkite, Walter and Ellis, Ray G.",author_12301
By Hamilton Ellis,author_12302
"By Smith & Hawken (EDT) and Anderson, Jim (ILT)",author_12303
"By Sherratt, Andrew (EDT) and Clarke, Grahame (EDT)",author_12304
"By Leach, Robin and Rich, Judith",author_12305
"By Penna, Judith A.",author_12306
"By Simon, Alan",author_12307
"By Sprigg, June",author_12308
"By Mandel, Abby",author_12309
"By Ziegler, Isabelle Gibson",author_12310
"By De Vries, Mary Ann",author_12311
"By Brandenberg, Franz",author_12312
By Robert M. Quackenbush,author_12313
"By Mace, Nancy L. and Rabins, Peter V.",author_12314
"By Cohen, Richard E.",author_12315
"By Lessem, Don and Sibbick, John (ILT)",author_12316
"By Gralla, Preston",author_12317
"By Ingham, Vicki L. (COM)",author_12318
"By Widener, Don",author_12319
"By Einstein, Elizabeth",author_12320
"By Pascal, Francine (CRT) and Suzanne, Jamie",author_12321
"By Considine, Tim",author_12322
"By Seagrave, Sterling",author_12323
"By Miller, William",author_12324
"By Colman, Carol and Legato, Marianne J.",author_12325
"By Moore-Betty, Maurice",author_12326
"By Pieczenik, Steve R.",author_12327
By Valerie Martin,author_12328
"By MacKenzie, Henry",author_12329
"By Hancock, Maxine",author_12330
"By Collins, Gary R.",author_12331
"By Monaco, Richard",author_12332
"By Rowland Evans Jr., Robert D. Novak",author_12333
"By Prevention Magazine Health Books (COR), Torg, Elisabeth, Morgan, Peggy (EDT), and Saucer, Caroline",author_12334
"By Cox, John and Monkhouse, Richard",author_12335
"By Colson, Charles and Eckerd, Jack",author_12336
"By Dalton, Stephen",author_12337
"By Franks, Beth",author_12338
"By Erdrich, Louise and Dorris, Michael",author_12339
"By Ross, Caroline",author_12340
"By Rossbach, Sarah",author_12341
"By Everett, Marshall (EDT)",author_12342
"By Faelten, Sharon and Diamond, David",author_12343
"By Joseph, Mark",author_12344
"By Keating, H. R. F.",author_12345
"By Crumey, Andrew",author_12346
"By White, Jon Ewbank Manchip",author_12347
"By Riera, Michael",author_12348
"By Sandburg, Carl, Petersham, Maud Fuller (ILT), and Petersham, Miska (ILT)",author_12349
"By McCaffrey, Anne and Scarborough, Elizabeth Ann",author_12350
"By Solomon, Charles R.",author_12351
"By Gerhards, Paul",author_12352
"By Epm, Publishers",author_12353
"By Perkins, Michael C. and Perkins, Anthony B.",author_12354
"By Zimmerman, Ruth",author_12355
"By Teyber, Edward",author_12356
"By Cooper, Darien B.",author_12357
"By Harper, Stephen C.",author_12358
"By Rosenberg, Arthur D. and Hizer, David V.",author_12359
"By Oppenheimer, S. B., Lefevre, G.",author_12360
"By Beinhart, Larry",author_12361
"By Arpel, Adrien",author_12362
By Donald Kemper,author_12363
"By Katahn, Martin, Katahn, Terri, and Warren, Heather L. (ILT)",author_12364
"By Seed, Diane",author_12365
"By Fawcett, Quinn",author_12366
"By Kanner, Bernice",author_12367
"By Pastron, Allen",author_12368
"By Cuthbertson, Joanne and Schevill, Susie",author_12369
"By Shipman, Carl",author_12370
"By Brandt-Schwarze, Ulrike",author_12371
"By Prevention Magazine Health Books (COR), Maleskey, Gale, and Portz, Deanna",author_12372
"By Better Homes and Gardens, Mitchell, Carolyn B.",author_12373
"By Cox, Jeff",author_12374
"By Rock, Lois (EDT) and Wisenfeld, Alison (ILT)",author_12375
"By Keenan, Paul",author_12376
"By Tolles, Frederick Barnes",author_12377
"By Miller, Keith",author_12378
By David Gerrold,author_12379
By Charles Earle Funk,author_12380
"By Gay, John and Burgess, C. F.",author_12381
"By Peck, Robert Mccrack",author_12382
"By Terry, Randall A.",author_12383
"By Liebman, Dan",author_12384
"By Turban, Efraim, McLean, Ephraim, and Wetherbe, James",author_12385
By Robert J. Donovan,author_12386
"By Yabuka, Nerelle",author_12387
By WORLD BOOK,author_12388
By Robert o. Seleny,author_12389
"By Stewart, Linda (EDT)",author_12390
"By Jensen, Patricia, Clement, Claude, and Raquois, Olivier (ILT)",author_12391
"By Roth, Larry (EDT)",author_12392
"By Huff, Mary Elizabeth Johnson and Hurt, Zuelia Ann",author_12393
"By Barich, David and Ingalls, Thomas",author_12394
"By Avis, Jen Bays and Ward, Kathy F.",author_12395
"By Rogers, Meyric R",author_12396
"By Ernest Braun, David Cavagnaro",author_12397
By Peyo.,author_12398
"By Thomas, Hugh",author_12399
"By Ojeda, Linda",author_12400
"By Meyer, Lawrence",author_12401
"By Kite, L. Patricia",author_12402
"By Barish, Eileen",author_12403
"By White, Alex",author_12404
"By Joseph, Marie",author_12405
"By Jade, Symon",author_12406
"By Hirschmann, Ira",author_12407
"By Wesley, Mary",author_12408
"By Mitton, Jaqueline",author_12409
"By Dale, Rodney and Weaver, Rebecca",author_12410
"By Hobson, J. Allan",author_12411
"By Pestes, Samuel",author_12412
"By Wilcove, David S.",author_12413
"By Rutledge, Leigh W., Donley, Richard, and Bennett, James (ILT)",author_12414
"By Minatoya, Lydia Yuri",author_12415
"By Davis, Rebecca Fjelland",author_12416
"By Buchwald, Ann",author_12417
"By Yulsman, Jerry",author_12418
"By Campbell, Terry L., Grierson, Peter R., and Taylor, Doris M.",author_12419
"By Chopra, Deepak and Van Damme, Stephen (ILT)",author_12420
"By Hartman, Amir, Kador, John, and Sifonis, John G.",author_12421
"By Larsen, Michael",author_12422
"By Manners, David X.",author_12423
"By Snyder, Chuck",author_12424
"By Powers, Margaret Fis, Powers, Margaret Fishback",author_12425
"By Krasner, Deborah and Stites, William (PHT)",author_12426
"By Stanley, Charles",author_12427
"By Norris, Helen",author_12428
"By Lester, Mike (ILT) and Rudner, Rita",author_12429
By Judith King,author_12430
"By Berman, Phillip L. (EDT)",author_12431
"By Harvey, Stephanie and Williams, Peter (PHT)",author_12432
"By Hillin, Hank",author_12433
"By Dewey, Thomas E",author_12434
"By Chamberlain, Samuel",author_12435
"By Beebe, Brooke McKamy",author_12436
"By O'Cork, Shannon",author_12437
"By Silverberg, Robert and Haber, Karen",author_12438
By Ritchie Calder,author_12439
"By Van Gieson, Judith",author_12440
"By Bower, Donald E.",author_12441
"By Krauss, Bob",author_12442
"By Leebow, Ken",author_12443
"By Viorst, Judith and Preiss-Glasser, Robin (ILT)",author_12444
"By Warshaw, Steven",author_12445
"By Bishop, Ann",author_12446
"By Steven, Stewart",author_12447
"By Willis, Connie",author_12448
"By Benchley, Robert",author_12449
"By Mains, David R.",author_12450
"By Norah Davis, Joseph Holmes",author_12451
"By Didion, Joan",author_12452
"By Reynolds, David K.",author_12453
"By Case, John",author_12454
"By Warfield, Gallatin",author_12455
"By Griffin, Jack",author_12456
"By Vogt, Esther Loewen",author_12457
"By Andreasen, Dan (ILT) and Clay, Julie (EDT)",author_12458
"By Haining, Peter (EDT)",author_12459
"By Hipsley, Paul",author_12460
"By Brett, Jan (ILT) and Lear, Edward",author_12461
"By Parker, Robert",author_12462
"By Taylor, Gordon Rattray",author_12463
"By Feingold, Henry L.",author_12464
"By Warner, Mignon",author_12465
"By Allen, Steven J.",author_12466
By American Psychiatric Assoc.,author_12467
"By Smith, Richard Norton",author_12468
"By Charlton, James and Mark, Lisbeth",author_12469
"By Kennedy, X. J. & Kennedy, Dorothy M. - Editors",author_12470
"By Hackworth, David H. and Mathews, Tom",author_12471
"By Stettner, Morey",author_12472
"By Burns, Olive Ann and Kenison, Katrina",author_12473
"By Arnold, Matthew",author_12474
By Vickery,author_12475
"By Grossman, Judith",author_12476
"By Borkowsky, Amy, Bucella, Marty (ILT), and Bucella, Marty",author_12477
"By Landers, Ann",author_12478
"By Thompson, Larry",author_12479
"By Northrup, Christiane",author_12480
By Gerald Mast,author_12481
"By Averbuch, Gloria and Samuelson, Joan Benoit",author_12482
"By Gills, James P. and Woodward, Tom",author_12483
"By Overbye, Dennis",author_12484
"By Rosenberg, Maxine B and Ancona, George",author_12485
"By Buckley, William F. and Bozell, Patricia (EDT)",author_12486
"By Goldberg, Danny",author_12487
"By Salny, Abbie F. and Grosswith, Marvin",author_12488
"By Hughes-Hallett, Deborah and Gleason, Andrew M. (CON)",author_12489
By Harper Collins,author_12490
"By Filipi, Emily",author_12491
"By Stirling, S. M. and McCaffrey, Anne",author_12492
"By Freeman, Criswell (EDT)",author_12493
"By Harrington, Jan L. and Walls, Bryan",author_12494
"By Owen, Patricia L.",author_12495
"By Hallowell, Edward M. and Ratey, John J.",author_12496
"By Aaron, Jane E., Fowler, H. Ramsey, and Little, Brown and Company (COR)",author_12497
"By Shames, Richard and Sterin, Chuck",author_12498
"By Jackson, Carole",author_12499
"By Klass, Perri",author_12500
"By Bond, Larry",author_12501
"By Collins, Judy",author_12502
"By Belasco, James A. and Stayer, Ralph C.",author_12503
"By Johnson, Carlean",author_12504
By Lewis Jacobs,author_12505
"By Laffin, John",author_12506
"By Descoteaux, Gerry",author_12507
"By Suhay, Lisa",author_12508
"By Evans, Debra",author_12509
"By Kennedy, Teresa",author_12510
"By Robbins, Maria Polushkin",author_12511
"By Wiener, Valerie",author_12512
"By Andersen, Kurt",author_12513
"By Mateljan, George",author_12514
"By Babcock, Elise Needell",author_12515
"By LaHaye, Tim",author_12516
"By Wallace, Edgar, Browne, Anthony, Cooper, Merian C., and Lovelace, Delos Wheeler",author_12517
"By Kelly, Orr and Kelly, Mary Davies",author_12518
"By Carline, Jan D., MacDonald, Steven C., and Lentz, Marty",author_12519
"By Campbell, Ramsey",author_12520
"By HOVING, THOMAS",author_12521
"By Messinger, Lisa",author_12522
"By Brown, Carolan",author_12523
"By Rice, Dan",author_12524
"By Arnold-Forster, Mark",author_12525
"By Dallas, Antigone",author_12526
By Katharine Middleton,author_12527
"By Winborn, Marsha (ILT) and Powell, Alma",author_12528
"By Vaux, Kenneth L.",author_12529
"By Foose, Sandra",author_12530
By Kooler Design Studios,author_12531
By Edited,author_12532
"By Bukiet, Melvin Jules",author_12533
"By Bricklin, Mark, Golin, Mark, Grandinetti, Deborah, and Lieberman, Alexis",author_12534
"By Napoli, Dede",author_12535
"By Loss, Barbara",author_12536
"By Oxtoby, David",author_12537
"By Cuthbert, Margaret",author_12538
"By McCully, Kilmer S.",author_12539
By Julian R Hanley,author_12540
"By Gerber, Philip L.",author_12541
"By Helms, Randel",author_12542
"By Pittman, Frank S.",author_12543
"By Martha Cluverius Brown, Bill Kauffman and Dr. Lucas E. Morel, Ph.D. (Contributing Editors)",author_12544
"By Solomon, James",author_12545
"By Spitler, Sue and Yoakam, Linda R. (EDT)",author_12546
"By Nicollet, Park",author_12547
"By Welsh, Douglas",author_12548
By John Talbot,author_12549
"By Drath, Bill, Ashford, Ann, and Drath, Bill (ILT)",author_12550
"By Huang, Paul C.",author_12551
"By McClendon, Ray",author_12552
"By Bricklin, Mark, Rodale, Heidi",author_12553
"By Ornstein, Norman J. (EDT) and Mann, Thomas E.",author_12554
"By Willis, Jennifer Schwamm (EDT)",author_12555
By Ann Heron,author_12556
"By Dwyer, Dawn",author_12557
"By Napier, Bunyan Davie",author_12558
By Prevention Magazine Editors,author_12559
"By Horticulturalist Associates, Inc.",author_12560
"By Kleinman, Kathryn and Slavin, Sara",author_12561
"By Johnston, Terry C.",author_12562
"By Beckwith, Mary",author_12563
"By Merton, Thomas",author_12564
"By Chernin, Kim and Stendhal, Renate",author_12565
"By Gabler, James M.",author_12566
"By McLaughlin, Mark and Johnson, Curt",author_12567
"By Alexander, Bevin",author_12568
"By Shepard, Leslie",author_12569
"By Brumberg, Elaine",author_12570
By Knapp Press,author_12571
"By Stewart, Jillian",author_12572
By Hearst Books,author_12573
"By Geddes-Brown, Leslie",author_12574
"By Douglas, Ellen",author_12575
By Gerald M. Editor Knox,author_12576
"By Ridgeway, James",author_12577
"By Bruchac, Joseph and Ross, Gayle",author_12578
"By Seidman, Ann",author_12579
"By Reiss, David S., Reiss, David",author_12580
"By Percival, John",author_12581
"By Edwards, S. C. (EDT), Ellis, Phil (EDT), and Hanes, Joyce (EDT)",author_12582
By Plume,author_12583
"By Dalbey, Gordon",author_12584
"By Beneke, Jeff",author_12585
"By Moore, Perry",author_12586
"By Fuqua, Jonathon Scott and Parke, Steven (ILT)",author_12587
"By Greer, David and McLeod, Chum (ILT)",author_12588
"By CLARK, Robert S., ed.",author_12589
"By Dalrymple, Marya (EDT)",author_12590
"By Barrett, James",author_12591
"By Ron Hostetler, Jeff Hostetler",author_12592
"By Carfi, John",author_12593
"By JACKSON, Marta (ed)",author_12594
"By McIntyre, Vonda",author_12595
"By Budilovsky, Joan, Adamson, Eve, and Budilousky, Joan",author_12596
By McCalls,author_12597
"By Chamberlin, Beth and Hills, Lorelei",author_12598
"By Friedman, Fredrica S. (EDT) and Listfield, Emily",author_12599
"By O'Toole, Fintan and McGonagle, Declan",author_12600
By Alexander Riesenkampff,author_12601
"By Van Gytenbeek, R. P.",author_12602
"By O'Connor, Jim and Campbell, Jim (ILT)",author_12603
By Yves,author_12604
"By Buckman, Robert",author_12605
"By Applegate, Katherine",author_12606
"By Camery-Hoggatt, Jerry",author_12607
"By Hotchner, Tracie and Leahy, Christine (ILT)",author_12608
"By Woodson, R. Dodge",author_12609
"By Helliwell, Stephen",author_12610
"By Ward, Brenda and Jarrell, Jane Cabaniss",author_12611
"By Morrisey, Tom",author_12612
"By Leas, Cheryl Farr",author_12613
"By Kreidman, Ellen",author_12614
"By Bragan, Jeris E.",author_12615
"By Dickson, Harry Ellis",author_12616
"By Feather, Frank",author_12617
"By Winter, Adalee",author_12618
"By Trent, John T. (EDT) and Colson, Charles W. (EDT)",author_12619
By American Medical Publishing Staff,author_12620
"By Mager, N. H",author_12621
"By Garrity, Devin A. (EDT)",author_12622
"By Buford, Jim Bob",author_12623
"By Barrow, Kenneth",author_12624
"By Kerman, Joseph and Tyson, Alan",author_12625
"By Trien, Susan Flamholtz and Pisetsky, David S.",author_12626
"By Weir, William",author_12627
"By Haughton, Natalie",author_12628
"By Wing, Lucy (EDT)",author_12629
"By Bingham, Joan",author_12630
By Prevention,author_12631
"By Matthews, Kathy and Vartabedian, Roy E.",author_12632
"By Ayres, Noreen",author_12633
"By Brott, Armin A. and Ash, Jennifer",author_12634
"By Smith, Ginny (editor), Weiss, Douglas (editor), and Reliance Medical Information, In",author_12635
"By Shapiro, Robert and Warren, Larkin",author_12636
"By Berkowitz, Edward D. and Kingson, Eric R",author_12637
"By Shankman, Sarah",author_12638
"By Davis, Jim, Fentz, Mike (ILT), and Music, Lorenzo",author_12639
"By Levert, Suzanne",author_12640
"By Haber, Karen",author_12641
"By Mitchell, Richard",author_12642
"By Merser, Cheryl and Dorell, Simon (ILT)",author_12643
"By Martin, Lee",author_12644
"By Santrock, John W.",author_12645
"By Pierson, Anne and Risser, Carol",author_12646
"By Freeman, Morton S.",author_12647
"By Shea, Lisa",author_12648
"By Ornstein, Robert E. (COM)",author_12649
"By Schwartz, Karl",author_12650
"By Yudkin, Marcia and Schloff, Laurie",author_12651
"By Williams, Dick",author_12652
"By Reed, Rex",author_12653
"By Tilove, Jonathan, Falco, Michael (PHT), and Falco, Michael",author_12654
"By Funnell, Charles E.",author_12655
"By Gallick, Sarah",author_12656
By Jerry B. Jenkins and Deanna McClary,author_12657
"By Gordeeva, Ekaterina and Swift, E. M.",author_12658
"By Maller, Dick",author_12659
"By Smith, Sally Bedell",author_12660
"By Levy, Linda and Grabowski, Francine",author_12661
"By Rash, Bryson B.",author_12662
"By Tullius, John",author_12663
"By Trimiew, Anna",author_12664
"By Louganis, Greg and Siino, Betsy Sikora",author_12665
"By Read, Barbara, Lewis, Howard B.",author_12666
"By Copage, Eric V.",author_12667
"By Green, Mark J. and Youman, Nancy",author_12668
"By Ventura, Jesse",author_12669
"By Progoff, Ira",author_12670
"By Melina, Lois Ruskai",author_12671
"By Walton, Stewart, Walton, Sally, and Rae, Graham (PHT)",author_12672
"By Dowling, Colette",author_12673
"By Calman, Charles Jeffrey",author_12674
"By Barber, David W.",author_12675
"By Polushkin, Maria",author_12676
"By Green, Mark J.",author_12677
"By Kemelman, Harry",author_12678
By Sister Eleanor Quin,author_12679
"By Vorspan, Albert and Saperstein, David",author_12680
"By Barrett, Ron and Smith, Richard W.",author_12681
By David L. Scott,author_12682
"By Barnet, Richard J. and Barnet, Ann B.",author_12683
"By Thomas-Graham, Pamela",author_12684
"By Hynes, Samuel",author_12685
"By Johnson, Greg and Yorkey, Mike",author_12686
"By Lucado, Max and Gibbs, Terri A.",author_12687
"By Holleb, Arthur I. (EDT)",author_12688
By Thompson,author_12689
"By Leary, John",author_12690
"By Kunin, Madeleine M.",author_12691
"By McHugh, Evan",author_12692
"By Ardagh, Philip and Roberts, David (ILT)",author_12693
"By Foster, Richard N.",author_12694
By Musset,author_12695
By Billy Graham,author_12696
"By Crompton, Anne Eliot",author_12697
"By Page, Linda McNatt",author_12698
By Horace Freeland Judson,author_12699
"By Schraffenberger, Nan",author_12700
"By Taylor, Richard, Melber, Derek, and Carbeck, Hank",author_12701
"By Ellefson, Connie Lockhart",author_12702
"By Benson, Elizabeth P.",author_12703
"By Exley, Frederick",author_12704
"By Canter, Lee and Schadlow, Barbara",author_12705
"By Lee, William H.",author_12706
By Gill Davies,author_12707
"By Felton, Sandra",author_12708
"By Healy, Jeremiah F.",author_12709
"By Brown, H. Jackson and Spizman, Robyn",author_12710
"By Groopman, Jerome",author_12711
By Nick Lumb,author_12712
"By Papadakis, Andreas",author_12713
"By Paxson, Diana L. and Bradley, Marion Zimmer",author_12714
"By Goure, Daniel (EDT), Szara, Christopher M. (EDT), and Fogleman, Ronald R. (INT)",author_12715
"By Pearson, Helen Bruch",author_12716
"By Prudden, Suzy and Laucella, Lin",author_12717
"By Booher, Dianna",author_12718
"By Jimerson, Douglas A. (EDT)",author_12719
"By Bedrosian, Maggie McAuliffe",author_12720
"By Burstein, Daniel (EDT), Shugarts, David A. (CON), and De Keijzer, Arne J. (EDT)",author_12721
"By Victor, Ed",author_12722
"By McGee, Robert S.",author_12723
"By McQuaid, Elwood",author_12724
"By Salaman, Maureen Kennedy",author_12725
"By Sandoz, Mari",author_12726
"By Andrisani, John and Harmon, Claude",author_12727
By David Wise and Thomas Ross,author_12728
"By Anthony, Robert N., etc.",author_12729
"By Russell, John (EDT) and Vaizey, Marina (EDT)",author_12730
"By Bell, J. Bowyer",author_12731
"By Keller, Debbie and Hobbing, Diane",author_12732
"By Associated Press (COR) and Goldstein, Norm (EDT)",author_12733
By Tree Communications,author_12734
"By Neff, Donald",author_12735
"By Elkind, David and Flawell, John H.",author_12736
By American Medical Association,author_12737
"By Cairns, John",author_12738
"By Clingerman, Polly and Levine, Marian (EDT)",author_12739
"By Crane, Stephen",author_12740
"By Cooper, Sydney C. and Scott, Anne",author_12741
"By Zeman, Anne M.",author_12742
By Brooklyn Botanic Garden,author_12743
By Korfker,author_12744
By Hershey Kitchens Editors,author_12745
"By Galloway, Jeff",author_12746
"By Randolph, Elizabeth, Dibra, Bashkim, and Dennis, Jose (ILT)",author_12747
"By Ferrucci, Franco (TRN) and Rosenthal, Raymond (TRN)",author_12748
"By Webster, Richard",author_12749
"By Malabre, Alfred L.",author_12750
"By Bond, Felicia",author_12751
"By Buck, Clair",author_12752
"By Tazewell, Charles and Tribble, Gail (ILT)",author_12753
"By Hughes, Elaine, Wienbroer, Diana Roberts, and Silverman, Jay",author_12754
"By Leverich, Lyle",author_12755
"By Weaver, Warren",author_12756
"By DiLallo, Kevin and Krumholtz, Jack (CON)",author_12757
"By Gantt, Michael",author_12758
"By Gray, Daniel and Chavez, Linda",author_12759
By Philllip A. Petersen,author_12760
"By Graves, Robert",author_12761
"By Morland, Miles",author_12762
"By Hiscock, Eric C.",author_12763
"By Meyers, Charlie",author_12764
"By Theola, Mary",author_12765
"By Johnson, James Weldon",author_12766
"By Creel, Ann Howard",author_12767
"By Bowler, Gail Hellund",author_12768
"By Shook, Robert L. and Gagan, James L",author_12769
"By Appetit, Bon",author_12770
"By Goldwyn, Martin M.",author_12771
"By Clements, Jonathan",author_12772
"By Gropman, Alan L.",author_12773
"By Schwed, Peter and Jones, Taylor",author_12774
"By Hunter, Erin",author_12775
"By Ballard, Robert D. and Morgan, Michael Hamilton (CON)",author_12776
"By Sussman, David, Homer, Alex, Francis, Brian, Smith, Robert, Harrison, Richard, Fedorov, Alex, and Murphy, Shawn",author_12777
"By Fey-Kirsch, Jean-Michel",author_12778
"By Albitz, Paul and Liu, Cricket",author_12779
"By Anderson, Barry and Anderson, Hilda",author_12780
"By Barr, Emily",author_12781
"By Nascimbene, Yan",author_12782
"By Dadd, Debra Lynn",author_12783
"By McLanahan, Sara S. (EDT), Garfinkel, Irwin (EDT), and Hochschild, Jennifer L. (EDT)",author_12784
By Robert Louis Stevenson,author_12785
By peter andrews,author_12786
"By Hart, Henry",author_12787
"By Schwartz, Marian (TRN) and Radzinsky, Edvard",author_12788
"By Malkin, Mort",author_12789
"By Lovitt, Chip",author_12790
"By Hosking, David and Withers, Martin B.",author_12791
"By Muntean, Michaela",author_12792
"By Blount, Mel and Sterling, Cynthia",author_12793
"By Loye, David",author_12794
"By Walden, Gene",author_12795
"By Tekoah, Yosef",author_12796
"By Rollin, Betty",author_12797
"By Butel, Jane",author_12798
"By Overstreet, Harry Allen, Overstreet, Bonaro W.",author_12799
"By P. Kyle McCarter Jr., James A. Sanders, Hershel Shanks, James C. Vanderkam",author_12800
"By Coburn, Broughton",author_12801
"By Caputo, Robert",author_12802
"By Kinghorn, Jenna",author_12803
"By Wallis, Jim",author_12804
"By Fuller, Millard",author_12805
"By Glasgow, Ellen",author_12806
"By Cottrell, Jack W.",author_12807
"By Sample, Tex",author_12808
"By Haders, Phyllis",author_12809
By For Women~Prevention Magazine,author_12810
"By Entertainment Weekly, Inc. (EDT)",author_12811
"By Bloom, Amy",author_12812
"By Muller, Herbert Joseph",author_12813
"By Shriver, Brenda and Tinsley, Ann",author_12814
"By Beck, Simone and Simon, Patricia",author_12815
"By Grobel, Lawrence",author_12816
"By Mishne, Judith Marks",author_12817
"By Matthew, Christopher",author_12818
"By Mathias, Barbara",author_12819
"By Suppes, Trisha, M.D., Ph.D. and Keck, Paul E., Jr., M.D.",author_12820
"By Pesmen, Curtis",author_12821
"By Wolf, Fred Alan",author_12822
"By Wallechinsky, David",author_12823
"By Sell, Colleen",author_12824
"By Talkington, Bruce",author_12825
"By Musheno, Elizabeth J",author_12826
"By Engber, Andrea and Klungness, Leah",author_12827
"By Wright, Esmond",author_12828
"By Boylan, Jeanne",author_12829
"By Gafni, Marc",author_12830
"By Henderson, Luis M",author_12831
"By Reit, Seymour",author_12832
"By McDonald, Gregory",author_12833
"By Birk, Lee (EDT)",author_12834
By Herbert Bailey,author_12835
"By Drake, David",author_12836
"By Schmidt, Jeremy and Wolfe, Art",author_12837
"By Loving, Jerome",author_12838
"By Bruccoli, Matthew Joseph (EDT) and Baughman, Judith S. (EDT)",author_12839
By Janet Crenshaw Smith,author_12840
"By Mann, Jim",author_12841
"By Wayant, Patricia (EDT)",author_12842
"By Perry, Bill",author_12843
By Sunset Books (EDT),author_12844
"By Strand, Jessica and Frankel, Laurie (PHT)",author_12845
"By Laing, R. D.",author_12846
"By Harris, Bill",author_12847
"By Kallok, Emma",author_12848
"By Sheldon, Walter J.",author_12849
"By Gotlieb, Sondra",author_12850
"By Schlossberg, Dan",author_12851
"By Blix, Hans",author_12852
"By Rosset, Peter (EDT) and Vandermeer, John (EDT)",author_12853
"By Waite, Mitchell",author_12854
"By Parkhurst, William",author_12855
"By Maitland, Sara",author_12856
"By Bothamley, Jennifer",author_12857
"By Smolan, Rick (EDT), Erwitt, Jennifer (EDT), Erwitt, Jennifer (CRT), and Smolan, Rick (CRT)",author_12858
"By Kathy McCoy, Charles Wibbelsman, M.D.",author_12859
"By Platt, Kin",author_12860
"By Rosensweig, Linda",author_12861
"By Safransky, Sy (EDT)",author_12862
"By Hu, David",author_12863
"By Sloan, Stephen",author_12864
"By Radtke, Georg",author_12865
"By Davids, Richard C.",author_12866
"By Temple, Todd",author_12867
"By Wayland, Robert E. and Cole, Paul M.",author_12868
"By Terraine, John and Westwood, J. N.",author_12869
"By Daniels, Robert V.",author_12870
"By Pirandello, Luigi",author_12871
"By Bartusiak, Marcia",author_12872
"By Kennedy, Caroline (INT), Kennedy, Caroline (EDT), and Onassis, Jacqueline Kennedy (EDT)",author_12873
"By Nierenberg, Gerard I.",author_12874
"By Rush, A. John (EDT)",author_12875
"By Graber, Steven (EDT)",author_12876
"By Amos, James",author_12877
"By Farace, Joe",author_12878
By Michael Jordan,author_12879
"By Carrick, Carol",author_12880
"By Woodson, Leroy, Jr.",author_12881
By Dangerfield George,author_12882
"By Ketchum, William C., Jr. and Hebert, Linda",author_12883
"By Bergheim, Laura",author_12884
"By Chapin, Brenda Boelts",author_12885
"By Connelly, Joe",author_12886
"By Catanach, J. N.",author_12887
"By Sullivan, Thomas J., Monette, Duane R., and De Jong, Cornell R.",author_12888
"By Lindsay, Anne",author_12889
"By McLoughlin, John",author_12890
"By Lewis, Taylor Biggs",author_12891
"By Klein, Daniel M. and Akeret, Robert U.",author_12892
"By Cole, Nancy Corbett",author_12893
"By Lange, Vladimir",author_12894
By Georgia Conservancy,author_12895
"By Dubanevich, Arlene",author_12896
"By Burleson, Clyde W.",author_12897
"By Carrier, Rick",author_12898
"By Visalli, Santi (PHT) and Visalli, Santi",author_12899
"By Ebbing, Darrell D. and Gammon, Steven D.",author_12900
"By Boritzer, Etan and Marantz, Robbie (ILT)",author_12901
"By Garment, Suzanne",author_12902
"By Carroll, Gerry",author_12903
"By Blackburn, Julia",author_12904
"By Arvetis, Chris, Palmer, Carole, and Buckley, James (ILT)",author_12905
"By Dorr, Roberta Kells",author_12906
"By Dolan, David",author_12907
"By Murphy, Walter F.",author_12908
"By Lee, Gus",author_12909
"By Boslough, John",author_12910
"By Roberts, Laura Peyton",author_12911
"By O'Donnell, Lillian",author_12912
"By McMahon, Tom (EDT)",author_12913
"By McLennan, Bardi",author_12914
"By Tichy, Noel M. and Cohen, Eli B.",author_12915
By Selma Wassermann,author_12916
"By Bugialli, Giuliano",author_12917
