name,id
"By Schoemperlen, Diane",author_33001
"By Smith, D. L.",author_33002
"By Shattuck, Jessica",author_33003
By Taylor Smith,author_33004
"By Shors, John",author_33005
"By Nissen, Thisbe",author_33006
"By Nesbit, Edith and Millar, H. R.",author_33007
"By Gutheim, Frederick Albert",author_33008
"By Nelson, Jill",author_33009
"By Poole, Daaimah S.",author_33010
"By Gwynne, Fred",author_33011
"By Schmidt, Karen Lee (ILT) and Merriam, Eve",author_33012
"By Auerbach, Annie and Goldberg, Barry (ILT)",author_33013
"By Wilhelm, Doug",author_33014
"By Herman, Gail and Cushman, Doug (ILT)",author_33015
"By Fussell, Paul",author_33016
"By MacLachlan, Patricia and Ray, Deborah",author_33017
"By Allen, Pamela",author_33018
By Margo Lundell,author_33019
"By High, Mike",author_33020
By Judith Dupre,author_33021
"By Timothy J. Dailey, PH.D., Don Blosser, PH.D., Dietrich Gruen, Randy Petersen, Thomas E. Schmidt, PH.D.",author_33022
"By Bronchick, William and Dahlstrom, Robert",author_33023
"By Richards, Ron W.",author_33024
"By Magriel, Paul David and Spike, John",author_33025
"By Grimsley, Jim",author_33026
"By Greenway, Alice",author_33027
By Maureen Waller,author_33028
By Cyndy Szekeres,author_33029
"By Veron, J. Michael",author_33030
"By Phillips, Michael R. and MacDonald, George S.",author_33031
"By MacDonald, George and Phillips, Michael R. (EDT)",author_33032
"By Christensen, Carol Landa",author_33033
By Tri Thong Dang,author_33034
"By Fletcher, Susan",author_33035
"By Dalai Lama XIV and Kiely, Robert",author_33036
"By McNally, Thomas (EDT) and Storey, William George (EDT)",author_33037
"By Colson, Charles (EDT) and Neuhaus, Richard John (EDT)",author_33038
"By Lewis, Beverly and Birch, Barbara (ILT)",author_33039
"By Hurd, Edith Thacher",author_33040
"By Hale, Bruce and Boston, L. M.",author_33041
"By Freston, Kathy",author_33042
"By Karas, G. Brian (ILT) and Denslow, Sharon Phillips",author_33043
"By Lewis, Jean and Eugenie (ILT)",author_33044
By N,author_33045
"By Greenberg, Gail Anthony",author_33046
"By Miranda, Carolina A. and Penland, Paige",author_33047
"By Max, Tucker",author_33048
"By Sekules, Kate",author_33049
"By Putnam, Karen and Cramer, Marianne",author_33050
"By Ryan, Donald P.",author_33051
"By Machan, Teresa",author_33052
By 50 Cent and Relentless Aaron,author_33053
By Harry Olesker,author_33054
"By Crawford, Maureen",author_33055
"By Sussman, Les",author_33056
"By Scharff, Robert",author_33057
"By Sperber, Murray A.",author_33058
"By Anderson, Bob and Anderson, Jean (ILT)",author_33059
"By Dumas, Firoozeh",author_33060
By Steve Heldt,author_33061
"By Hunter, J. A.",author_33062
"By Rey, H. A., Rey, Margret, and Hines, Anna Grossnickle (ILT)",author_33063
"By Kai, Naleighna",author_33064
"By Stephens, Sylvester",author_33065
"By Radin, P.",author_33066
"By Abbott, Tony and Savastano, Lori (ILT)",author_33067
"By Roberts, Lora",author_33068
"By Christopher, Matt and Meyer, Karen (ILT)",author_33069
"By Bianco, Margery Williams and Kliros, Thea (ILT)",author_33070
"By Lithgow, John",author_33071
"By Townley, Gemma",author_33072
By James Alan Gardner,author_33073
"By Kostelanetz, Richard (EDT) and Reiswig, Jesse (EDT)",author_33074
"By Alexander, Yonah and Swetnam, Michael S.",author_33075
"By Santopietro, Nancy and Yun, Lin (INT)",author_33076
"By Charles, Rebecca and Di Clementi, Deborah",author_33077
By Fern Michaels,author_33078
"By Fleming, Denise and Fleming, Denise (ILT)",author_33079
"By Worthington, Diane Rossen, McEvoy, Maura (PHT), and McEvoy, Maura",author_33080
"By Parish, Peggy and Sweat, Lynn (ILT)",author_33081
"By Brannen, Noah S.",author_33082
"By Greenburg, Dan and Fischer, Scott M. (ILT)",author_33083
By Stendhal,author_33084
"By Scurlock, James D.",author_33085
"By Long, Mark A.",author_33086
"By Querol, Marga (ILT), Bryant, Megan E., and Santanach, Celestino (ILT)",author_33087
"By Wiggin, Kate Douglas Smith, Elwell, Peter (ILT), and Hinkle, Don",author_33088
"By Grushin, Olga",author_33089
"By Dussling, Jennifer and Johnson, Pamela (ILT)",author_33090
"By Coble, Colleen (EDT)",author_33091
"By Kirn, Walter",author_33092
"By Klasky, Mindy L.",author_33093
"By Frederick, Heather Vogel and Comport, Sally Wern (ILT)",author_33094
"By Graves, Sarah",author_33095
"By Kessler, Liz and Gibb, Sarah (ILT)",author_33096
"By Reed, John K.",author_33097
"By Moore, Arden, Choron, Sandra, and Choron, Harry",author_33098
"By Karp, Harvey",author_33099
"By Kellerman, Jesse",author_33100
"By Jenkins, George, Davis, Sampson, and Hunt, Rameck",author_33101
"By Nazeer, Kamran",author_33102
"By Urban, Hal",author_33103
"By Bright, Chris",author_33104
"By David, Laurie and Gordon, Cambria",author_33105
By Alicia Alvrez,author_33106
"By Singh, Rajinder",author_33107
"By Morgan, Hayley and Lookadoo, Justin",author_33108
"By Andrews, Betsy (EDT), Katz, Marty (EDT), and Boikess, Olga (EDT)",author_33109
"By Mansel, Philip",author_33110
"By Teberg, Patricia (EDT)",author_33111
"By Fredericks, Mariah and Watkins, Liselotte (ILT)",author_33112
"By Buckley, James, Jr.",author_33113
"By Pillow, Michelle M., Dean, Kimberly, and Devon, Summer",author_33114
"By Reston, James, Jr.",author_33115
"By Sparks, Nicholas and Sparks, Micah",author_33116
"By Carol Colman, Gary Heavin",author_33117
"By Gilbert, Elizabeth",author_33118
"By Peden, Margaret Sayers (TRN) and Esquivel, Laura",author_33119
"By Penzler, Otto (EDT) and Block, Lawrence (EDT)",author_33120
"By Kogan, Deborah Copaken",author_33121
"By Olsson, Linda",author_33122
"By Glass, Ira (EDT)",author_33123
"By Marai, Sandor and Szirtes, George (TRN)",author_33124
"By Hartman, Sally Kirby and Ingersoll, Ridgely",author_33125
"By Lain, Larry and Lain, Barb (ILT)",author_33126
"By Holly, Emma, Knight, Angela, Leigh, Lora, and Whiteside, Diane",author_33127
"By Claridge, Marit",author_33128
"By Taylor, Barbara",author_33129
"By Williams, Rozanne Lanczak, Hamaguchi, Carla (EDT), and Rose, Drew (ILT)",author_33130
"By Pfloog, Jan",author_33131
"By Tunis, John R. and Brooks, Bruce (INT)",author_33132
"By King-Smith, Dick and Bowman, Leslie W. (ILT)",author_33133
"By Fleming, William",author_33134
"By Farnsworth, Bill",author_33135
"By Lupton, Robert D.",author_33136
"By Lubar, Steven D., Kendrick, Kathleen M., and National Museum of American History (U. S.) (COR)",author_33137
By Bill Gray,author_33138
"By Davis, Sue",author_33139
"By Sims, Blanche (ILT) and Cox, Judy",author_33140
"By Klutz, Inc. (EDT)",author_33141
By Haywood Smith,author_33142
"By Resnik, Gail and Trost, Scott",author_33143
"By Furnivall, Kate",author_33144
By Christine Cohen & Joanne Tocci,author_33145
"By Bly, Stephen A.",author_33146
"By Brazelton, T. Berry and Sparrow, Joshua D., M.D. (CON)",author_33147
"By Walt Disney Productions (COR) and Milne, A. A. (EDT)",author_33148
"By Stine, Megan",author_33149
"By Forester, Naomi M.",author_33150
By Catherine Dallas Purdy,author_33151
"By Brenner, Barbara",author_33152
"By Crane, Stephen and Tine, Robert",author_33153
"By Hakakian, Roya",author_33154
"By Churchill, Caryl",author_33155
"By Fox, Emily (CRT) and Adams, Kylie",author_33156
"By Dower, Laura",author_33157
"By Reardon, Ruth",author_33158
"By Lapinski, Mike",author_33159
"By Lee, Darrien",author_33160
"By Shulman, Martha Rose and Davis, Jane L.",author_33161
"By McCann, Lee",author_33162
"By Coleman, Chrisena",author_33163
By E.G. White,author_33164
"By Lewis, R. W. B.",author_33165
"By Curtis, Wayne",author_33166
"By Harris, Lee",author_33167
By Rebecca Holland,author_33168
"By Pieper, Martha Heineman and Pieper, William J.",author_33169
"By Marshall, Anne E., Wymant, Phil (PHT), Johnson, Peter (PHT), Kelly, Carolyn, and Olds, Margaret",author_33170
"By Whelan, Richard and Cornog, Evan",author_33171
"By Heaney, Frank",author_33172
"By Gordon, Alice and Dunn, Jerry Camarillo",author_33173
"By Stein, Jess (EDT)",author_33174
"By Greenwood-Robinson, Maggie and Harper, Bob (FRW)",author_33175
"By Farris, Michael P.",author_33176
"By Doris, Ellen",author_33177
"By Maslin, Simeon J. (EDT)",author_33178
"By Dov, Dorothy and Bernstein, Alice",author_33179
"By Hollingsworth, Mary",author_33180
"By Sommers, Hoff Christina",author_33181
"By Andrews, Andy",author_33182
"By Ladefoged, Peter",author_33183
By Disney Enterprises Inc,author_33184
"By De LA Iglesia, Maria Elena",author_33185
"By Lamb, Brian, Smith, Richard Norton, C-Span, Brinkley, Douglas, and Hellwig, Carol",author_33186
By Unknown Author 863,author_33187
"By Levy, David L. (EDT)",author_33188
"By Glickstein, David, Glickstein, Linda, and Stauffer, Jane Adams (ILT)",author_33189
"By Geddes, Gary",author_33190
"By Pullein-Thompson, Christine, Ambrus, Victor G. (ILT), and Fyfe, Charlotte",author_33191
"By Ahlers, Arvel W.",author_33192
"By Browder, Sue Ellin",author_33193
"By Garcia, Joseph",author_33194
"By Steiner, Joan",author_33195
"By Eblen, Ruth A. (EDT), Eblen, William R. (EDT), and Rene Dubos Center for Human Environments (COR)",author_33196
"By Priceman, Marjorie (ILT) and Couric, Katie",author_33197
"By Lindsey, Terence",author_33198
"By Shabecoff, Philip",author_33199
"By Rylant, Cynthia, Evans, Walker, and Evans, Walker (PHT)",author_33200
"By Dipper, Frances",author_33201
"By Boatright, John Raymond",author_33202
"By Bodnar, Janet",author_33203
"By Colker, Jay O., Niswonger, Dennis",author_33204
"By Dennett, Daniel C.",author_33205
"By Shiller, Robert J.",author_33206
"By Rollins, James and Cantrell, Rebecca",author_33207
"By Glass, Leslie",author_33208
"By Maitin, Sam",author_33209
"By Hillman, David, Chow, Emily (CON), and Gibbs, David (CON)",author_33210
"By Grandin, Temple and Scariano, Margaret M.",author_33211
"By Bethea, Morrison C., Balart, Luis A., Steward, H. Leighton, and Andrews, Samuel S. (EDT)",author_33212
"By Frost, Peter J., Nord, Walter R., and Mitchell, Vance F.",author_33213
"By Blair, Steven N., Ettinger, Walter H., Mitchell, Brenda S., Ph.D., and Wright, Brenda S., Ph.D.",author_33214
"By Gingrich, Newt and Forstchen, William R.",author_33215
"By Graves, Pat R. and Kupsh, Joyce",author_33216
"By Torres, Cresencio",author_33217
"By Habeck, Mary R.",author_33218
By Evelyn Christenson,author_33219
"By Petersen, Randy and New, David S.",author_33220
"By Job, Juan Roberto",author_33221
"By Chandrasekaran, Rajiv",author_33222
"By Bush, Anne Kelleher",author_33223
"By Waas, Murray (EDT) and Lomonaco, Jeff (EDT)",author_33224
"By Glatzer, Robert",author_33225
"By Mooney, Samantha",author_33226
"By Hatcher, Teri and Liftin, Hilary",author_33227
"By Buruma, Ian and Margalit, Avishai",author_33228
"By McConnell, Steve",author_33229
"By Sticker, Henry",author_33230
"By Castleman, Robbie",author_33231
By Floyd H. Chilton,author_33232
"By McGinnis, Terri",author_33233
"By Tisdale, Mary E. (EDT) and Booth, Bibi (EDT)",author_33234
"By Hanc, John, Griffith Joyner, Florence, and Joyner-Kersee, Jackie (FRW)",author_33235
"By Kals, W. S.",author_33236
By Collin Wilcox,author_33237
"By Chandra, Vikram",author_33238
"By New York Times Company (EDT), Connolly, William G, and Siegal, Allan M.",author_33239
"By Green, John, Green, John (ILT), and Harcup, John W.",author_33240
"By Carmen Renee Berry, Tamara Traeder",author_33241
"By Wissler, Clark",author_33242
"By Venning, Rachel and Cavanah, Claire",author_33243
"By Poe, Robert",author_33244
"By Miller, David and Gibbons, Tony",author_33245
"By Yallop, David",author_33246
"By Whitehouse, Patrick B. (EDT)",author_33247
"By Garrett, Norman A.",author_33248
"By Krauss, Pam (EDT)",author_33249
"By Carter, Danella",author_33250
"By Lawson, Douglas M.",author_33251
"By Hopping, Jane Watson",author_33252
"By Eggers, Dave (EDT)",author_33253
"By Lee, Ilchi",author_33254
"By Mullane, Mike",author_33255
"By Shaw, Scott and Beahan, Lynn",author_33256
"By Wood, Stephen",author_33257
"By Linn, Mary Jane",author_33258
"By Katovsky, William and Carlson, Timothy",author_33259
"By Jaffe, Azriela (EDT)",author_33260
"By Allison, Diane Worfolk (ILT) and Cameron, Ann",author_33261
"By Carroll, Amy",author_33262
"By De Tessan, Christina Henry (EDT)",author_33263
"By Jacobson, Patricia",author_33264
"By Johnson, Sylvia A. and Aamodt, Alice",author_33265
"By Thoele, Sue Patton",author_33266
"By Robert, Teri",author_33267
"By Shade, Sheryl",author_33268
"By Herbert, Frank, Ransom, B.",author_33269
"By Saul, John and Grey, Linda (EDT)",author_33270
"By Keillor, Garrison and Nilsson, Jenny Lind",author_33271
"By Hendricks, William and Lewis, Robert",author_33272
"By Cross, Pamela",author_33273
By Weber and Sunset,author_33274
"By Madden, Chris Casson",author_33275
"By Margulies, Sam",author_33276
"By Hilderbrand, Elin",author_33277
By Cooking Light Magazine,author_33278
"By Anthony, Margaret, Ed., Society, American Cancer",author_33279
"By Black, Baxter",author_33280
"By Steinbreder, John and Kent, Richard G.",author_33281
"By Willdorf, Nina",author_33282
"By Chandler, Richard E. and Kessel Schwartz",author_33283
"By Dalin, Anne Safran (EDT) and Davis, Nancy (EDT)",author_33284
"By Iovine, Vicki and Rosen, Peg",author_33285
"By Figueroa, Acton, Redondo, Jesus (ILT), and Vasquez, Ivan (ILT)",author_33286
"By Brown, Sarah (EDT)",author_33287
"By Emberley, Ed (ILT), Branley, Franklyn Mansfield, and Emberley, Barbara (ILT)",author_33288
"By Santillo, Humbart",author_33289
"By Capehart, Jody",author_33290
"By Huelin, Jodi and Edwards, Ken (ILT)",author_33291
"By Brodie, Richard",author_33292
"By Kise, Jane A. G. and Hirsh, Sandra Krebs",author_33293
"By Mathieu, Joseph (ILT) and Hays, Anna Jane",author_33294
"By Albee, Sarah and Brannon, Tom (ILT)",author_33295
"By Lies, Brian (ILT) and Lies, Brian",author_33296
"By Giannetti, Louis D",author_33297
"By Mueller, John E.",author_33298
"By Easterbrook, Gregg",author_33299
"By Cosby, Bill, Figueroa, Acton, and Kipps, Charles",author_33300
"By Brunsting, Bernard",author_33301
"By Behrendt, Greg and Ruotola-Behrendt, Amiira",author_33302
"By Becker, Eve",author_33303
"By Mlynowski, Sarah (EDT), Manby, Chris (EDT), and Henderson, Lauren (EDT)",author_33304
By Dale Evans Rogers,author_33305
"By Patai, Raphael",author_33306
"By Denes, Peter B.",author_33307
"By Landsburg, Steven E.",author_33308
"By Dobson, James C. and Borges, Phil (PHT)",author_33309
"By MASON, Jerry (editor)",author_33310
"By Van Der Vat, Dan",author_33311
"By Knight, Linsay and Talbot, Frank H. (EDT)",author_33312
"By National Geographic Society (U. S.) (COR) and Devorkin, David (EDT)",author_33313
By Charles M. Schulz,author_33314
"By Janette Oke, T. Davis Bunn",author_33315
"By Morael, Tess",author_33316
"By Alice and Minney, R. J Laden",author_33317
"By Zumerchik, John",author_33318
"By Johnson, Susanne",author_33319
"By Gool, Van",author_33320
"By Townsend, Kathleen Kennedy",author_33321
"By Hanff, Helene",author_33322
"By Loomans, Diana, Loomans, Julia, Kolberg, Karen, and Henrichsen, R. E. (ILT)",author_33323
"By Maia, Ronaldo and Otis, Denise (EDT)",author_33324
"By Edwards, Jonathan",author_33325
"By Orkin, Michael",author_33326
"By Harkness, Bruce",author_33327
"By Hart, Megan",author_33328
"By Micklethwait, Lucy",author_33329
"By Birnes, William J. and Noory, George",author_33330
"By Loeb, Paul Rogat (EDT)",author_33331
"By Knox, Gerald M.",author_33332
"By Gillham, Anabel",author_33333
"By Dychtwald, Ken and Kadlec, Daniel J.",author_33334
"By Reece, Colleen, Reece-DeMarco, Julie",author_33335
"By Lackey, Mercedes, Bradley, Marion Zimmer, and Norton, Andre",author_33336
"By Halamandaris, W. and Halamandaris, Bill",author_33337
"By Michalko, Michael",author_33338
"By Hazleton, Stuart",author_33339
"By Nichols, Dwight",author_33340
"By King, Larry (EDT)",author_33341
"By Knecht, Glen",author_33342
"By Mahoney, David J. and Restak, Richard, M.D.",author_33343
"By Matthews, Robin (PHT), Constantine, Susannah, and Matthews, Robin",author_33344
"By Confucius and Soothill, William Edward",author_33345
"By Scott, Barbara and Younce, Carrie",author_33346
"By Vriends, Matthew M.",author_33347
"By Sire, James W.",author_33348
"By Ruddy, Christopher (EDT)",author_33349
By Ronald M. Fisher,author_33350
"By queen, ellery",author_33351
"By McGuerty, Dave and Lester, Kent",author_33352
"By Thielen, David and Thielen, Shirley",author_33353
"By Duewel, Wesley L.",author_33354
"By Trout, Jack",author_33355
"By Kremer, John",author_33356
"By Fields, W. C.",author_33357
By National Rifle Association,author_33358
By Dava Sobel,author_33359
"By Bloss, Janet Adele",author_33360
"By Quinn, Gary",author_33361
"By Durrance, Dick, Yow, John Sibley, Durrance, Dick (PHT), and Finchem, Timothy W. (FRW)",author_33362
"By Jardine, Lisa",author_33363
"By Hobbs, Michael",author_33364
"By Barkow,Al",author_33365
"By Peper, George and Klemme, Mike (PHT)",author_33366
"By Osborne, Paul",author_33367
"By Vanessa-Ann, Stewart, Marinda, Hinery, Mary Jo, Hiney, Mary Jo (EDT), and Foutz, Katheryn Tidwell",author_33368
"By Karter, Karon and Mezger, Guy",author_33369
"By Spencer, Anne-Marie",author_33370
By Hufnagel,author_33371
"By Bodi, Jack",author_33372
"By Kerby, Mona",author_33373
"By Freeman, Tina (ILT)",author_33374
"By Gould, Lewis L.",author_33375
"By Hamilton, Edward K. (EDT)",author_33376
"By Paterson, Thomas G., Hogan, Michael J. (EDT), Hogan, Michael J., and Paterson, Thomas G. (EDT)",author_33377
"By Martel, Leon",author_33378
"By Rosebush, James S.",author_33379
"By Coats, Peter",author_33380
"By Devine, Bob",author_33381
"By Steer, Dugald and Carrel, Douglas (ILT)",author_33382
"By Freedom Writers, Gruwell, Erin, and Filipovic, Zlata (FRW)",author_33383
"By Berlitz International, Inc.",author_33384
"By Schauss, Hayyim",author_33385
"By Bredenberg, Jeff (EDT)",author_33386
"By Bass, Dorothy C. (EDT)",author_33387
"By Seeley, Laura L. and Seeley, Laura L. (ILT)",author_33388
"By Babbin, Jed L.",author_33389
"By Keck, Margaret E. and Sikkink, Kathryn",author_33390
By Nicole Baxter,author_33391
"By Edgar, Amy",author_33392
"By Adam, Leonhard",author_33393
"By Huettenmueller, Rhonda",author_33394
"By Read, Herbert",author_33395
"By Butz, Richard",author_33396
"By De Lint, Charles",author_33397
"By Rosenbaum, Walter A",author_33398
"By Levine, Mark S.",author_33399
"By Marshall, Fiona",author_33400
"By Hartwig, Frederick and Dearing, Brian E.",author_33401
"By Sullivan, John Lawrence and Feldman, Stanley",author_33402
"By Sick, Gary",author_33403
"By Arkin, Frieda",author_33404
By Richard L. Frey,author_33405
"By Daraul, Arkon",author_33406
"By Marsalis, Wynton",author_33407
"By Hale, John R.",author_33408
"By Chebel, Malek",author_33409
By Wilson Gage,author_33410
"By Makiya, Kanan",author_33411
"By Swindoll, Charles R. (EDT)",author_33412
"By Mauer, Don",author_33413
"By Walker, N. W.",author_33414
"By Muth, Jon J. (ILT) and Kennedy, Caroline (EDT)",author_33415
"By Maslen, Barbara (ILT) and Rosenberg, Judy",author_33416
By Joseph Campbell,author_33417
"By Dickson, Carter",author_33418
By Jane Smisor Bastien,author_33419
"By Noakes, Timothy D.",author_33420
"By Simmons, Edward Howard -Editor -etal.",author_33421
"By Kick, Russ (EDT)",author_33422
"By Marinelli, Janet (EDT)",author_33423
"By Chiusoli, Alessandro and Boriani, Maria Luisa",author_33424
"By Chamberlain, Joshua Lawrence",author_33425
"By Williams, Robert H.",author_33426
"By Ashley, Tim",author_33427
"By Root, William S. and Pavlicek, Richard",author_33428
"By Purdy, Susan Gold and Martin, Susan (ILT)",author_33429
"By Harkabi, Yehoshafat",author_33430
"By Famularo, Joe and Imperiale, Louise",author_33431
"By Calkins, Lucy McCormick",author_33432
"By Tsiaras, Alexander",author_33433
"By Harris, Susan E.",author_33434
"By Pritchett, Price and Muirhead, Brian",author_33435
"By Nurnberg, Maxwell",author_33436
"By Judy Bastyra, Julia Canning",author_33437
"By Kirby, Jane (EDT)",author_33438
"By Larimore, Walter L. and Mullins, Traci",author_33439
"By O'Connor, Sharon",author_33440
"By Druckerman, Pamela",author_33441
"By Williams, Judy",author_33442
"By Skogstad, Karin (PHT), Daly, Carol Himsel, and Himsel, Carol A.",author_33443
"By Lewis, Earl B. (ILT) and Schertle, Alice",author_33444
"By Raab, Evelyn and Walker, George (ILT)",author_33445
"By Lindquist, Carol",author_33446
"By Elward, Margaret",author_33447
"By John Whitney Hall, John Grayson Kirk",author_33448
"By Greenberg, Martin Harry and Waugh, Charles G.",author_33449
"By Crowley, Chris and Lodge, Henry S.",author_33450
"By Pizzorno, Joseph E.",author_33451
"By Kelly, John A. (EDT)",author_33452
"By Broadhurst, C. Leigh",author_33453
"By Abby, McElheny, Ruth S. (editor), and Weir,",author_33454
"By Schnaser, Gene",author_33455
"By Diffee, Matthew (EDT) and Mankoff, Robert (FRW)",author_33456
"By Paull, Nancy B",author_33457
"By Shore, Debbie, Townsend, Catherine, Roberge, Laurie, and Share Our Strength (COR)",author_33458
"By Fleischer, Jack",author_33459
"By Ethell, Jeff",author_33460
"By Miller, Ron and Kartmann, William K.",author_33461
"By Clark, David E.",author_33462
"By Hamill, Dorothy",author_33463
"By Johnson, Jerah",author_33464
"By Lovi, Steve (PHT), Fassett, Kaffe, and Hunt, Zoe",author_33465
"By Bernhardt, William (EDT)",author_33466
By Lopez Ds,author_33467
"By Stepanoff, N. C.",author_33468
"By Ellis, C Hamilton",author_33469
"By Kershner, William K",author_33470
"By Hollingsworth, Brian",author_33471
"By Winter, Gordon and Kochman, Wendy",author_33472
"By Dawkins, Richard and Wong, Yan",author_33473
"By Olson, Donald S.",author_33474
"By Prince, Eleanor F. and Collier, Gaydell M.",author_33475
"By Harvey, Abner McGehee",author_33476
"By King, Laurie R.",author_33477
"By Rajs, Jake (EDT) and Hutchinson, Robert (EDT)",author_33478
"By Hausherr, Rosmarie and Fennimore, Donald L.",author_33479
"By Lerman, Philip and Walsh, John",author_33480
By Bettina Miller,author_33481
"By Dickinson, Matt",author_33482
"By O'Meara, Patrick (EDT) and Carter, Gwendolen M. (EDT)",author_33483
"By McComb, Gordon",author_33484
"By Wray, Wendy (ILT), Nelson, Miriam E., and Wernick, Sarah",author_33485
"By Zukerman, Eugenia and Ingelfinger, Julie R.",author_33486
By John Schoenherr,author_33487
"By Meddaugh, Susan",author_33488
"By McFarlane, Evelyn, Saywell, James, and Rosenthal, David (EDT)",author_33489
By Frank W Cawood,author_33490
"By Ni, Maoshing",author_33491
"By DeBuono, Barbara, Ana Rita Gonzalez, Sara Rosenbaum (editors)",author_33492
"By Peurifoy, Reneau Z.",author_33493
"By Time Magazine (EDT) and Hanks, Tom (INT)",author_33494
"By Piscatella, Joseph C. and Franklin, Barry A.",author_33495
"By Dicken, Peter",author_33496
"By Steger, Manfred B.",author_33497
"By Futuyma, Douglas J.",author_33498
By Peter Cochrane,author_33499
By Arthur Mejia,author_33500
"By Lederer, Richard and Cootner, Bernie (ILT)",author_33501
"By Florence, Mari",author_33502
"By Worth, Bonnie and Haefele, Steve (ILT)",author_33503
"By Warden John A., III",author_33504
"By Campbell, Clark A.",author_33505
"By Devito, Carlo, Skomal, Gregory, and Skokal, Gregory",author_33506
"By Emmens, C. W.",author_33507
"By Jacobson, Michael F. and Maxwell, Bruce",author_33508
"By Clark, Chap and Clark, Dee",author_33509
"By Bell, Valerie",author_33510
"By Kendall, Jackie, Jones, Debby, and Kendall, Jones",author_33511
"By Cooper, Carol",author_33512
"By Ethridge, Shannon",author_33513
"By Cooper, David A.",author_33514
"By Snyder, Stephen",author_33515
"By Richardson, Brenda",author_33516
"By Wisniewski, Richard A.",author_33517
"By Friedman, Richard Elliott",author_33518
"By Williams, Chuck (EDT), Rosenberg, Alan, Lott, Allen V., and Goldstein, Joyce Esersky (EDT)",author_33519
"By Metzger, Bruce M. (EDT) and Coogan, Michael D. (EDT)",author_33520
"By Duffy, James P. and Ricci, Vincent L.",author_33521
"By Smith, Colin and Bierman, John",author_33522
By Brierley (EDT),author_33523
"By Kerr, W. Park and Kerr, Park",author_33524
"By Gourmet and Yanes, Romulo A. (PHT)",author_33525
"By Hagee, John (NA)",author_33526
"By Shaffer, Christy",author_33527
"By Von Ziegesar, Cecily (CRT)",author_33528
"By Friedman, Steve and Crawford, Michael (ILT)",author_33529
"By Lakatos, Lyssie, Lakatos, Tammy, and Shames, Tammy Lakatos",author_33530
"By Priddy, Roger, Pinnington, Andrea, and Graham, Neville",author_33531
"By Byars, Betsy Cromer and Truesdell, Sue (ILT)",author_33532
"By Nasaw, Jonathan",author_33533
"By Gerth, Melanie and Griego, Tony (ILT)",author_33534
"By Mankoff, Robert (EDT) and Remnick, David (INT)",author_33535
"By Schmidt, Joseph F.",author_33536
"By Breighner, Joseph",author_33537
"By Zaslow, Jeffrey and Pausch, Randy",author_33538
"By Ayers, William",author_33539
"By Richo, David",author_33540
"By Paul, Elliot",author_33541
"By Crichton, Doug (EDT)",author_33542
"By Sanders, James",author_33543
"By Peterson, Roger Tory",author_33544
"By Pinker, Steven (EDT)",author_33545
By National Research Council (U. S.) Rediscovering Geography Committee,author_33546
"By Highfield, Roger and Coveney, Peter V.",author_33547
"By Jones, Charlotte Foltz and Klein, David G. (ILT)",author_33548
"By Drexler, Madeline",author_33549
"By Freeman, R. Austin",author_33550
"By Gerth, Jeff and Van Natta, Don",author_33551
"By Short, John R., De Lorris, Guillaume, and Robbins, Wolcott (TRN)",author_33552
"By Shilling, Dana and Donoghue, William E.",author_33553
"By Bryant, nick/ Rowan Summers",author_33554
"By James, Stacy (EDT) and Baca, Jimmy Santiago (EDT)",author_33555
"By Levey, Judith S. (EDT)",author_33556
"By Engelhardt, Tom",author_33557
"By Young, Caroline",author_33558
"By Decker, Robert W. and Decker, Barbara",author_33559
"By Carson, Ben",author_33560
"By Taylor, Nadine",author_33561
"By Bennett, Richard",author_33562
"By Pepin, Jacques",author_33563
"By Wald, Heywood, Silverstein, Ruth J., and Pomerantz, Allen",author_33564
"By Bunting, Tori Ritchie",author_33565
"By Ukra, Mark",author_33566
"By Mindell, Earl and Mundis, Hester",author_33567
"By Holmes, Cora",author_33568
"By Morrison, Tomi",author_33569
"By Kotter, John P. and Cohen, Dan S.",author_33570
"By Latt, Mimi",author_33571
"By Kaplan, Glenn",author_33572
"By Rougeau, Remy",author_33573
"By Petersen, Melody",author_33574
"By McClain, Molly and Roth, Jacqueline D.",author_33575
By The Editors of Good Housekeeping,author_33576
"By Pickford, Louise and Wallace, Ian (ILT)",author_33577
"By Shore, Jane",author_33578
"By Turner, William W.",author_33579
"By Alcott, Louisa May, Lawlor, Laurie, and Swicord, Robin",author_33580
By Harriet K. Morse,author_33581
"By Snyderman, Nancy L., M.D.",author_33582
"By Reno, Tosca",author_33583
"By Burton, Gail and Rosenbaum, Michael E. (INT)",author_33584
"By Stein, Sara",author_33585
"By Stewart, Jean",author_33586
"By Jacobs, Martin (PHT), Jacobs, Martin, Werlin, Laura, and Jenkins, Steven (FRW)",author_33587
"By Lapine, Missy Chase",author_33588
"By Balch, Phyllis A.",author_33589
"By Williams, Chuck (EDT), Hess, Mary Abbot (EDT), Jacobi, Dana (CON), Simmons, Marie (CON), Tucker (PHT), and Hossler (PHT)",author_33590
"By Joachim, David and Schloss, Andrew",author_33591
"By Thomas, Rosanne Daryl",author_33592
"By Rosenberg, Joel C.",author_33593
"By Goleman, Daniel and Engler, Jack",author_33594
"By Yanker, Gary D.",author_33595
"By Shaw, Leroy R.",author_33596
"By Villehardouin, Geoffroi De",author_33597
"By Futrelle, Jacques",author_33598
"By Lescelius, Robert H.",author_33599
By robert-j-barnett,author_33600
